nombre,categoryName,address,location.lat,location.lng,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,day
Mercado Mayorista De Frutas,Market,"Av Nicolás Arriola 4046, Cercado de Lima 15021, PeruLocated in: Wholesale Market Fruit No. 2",-12.0683307,-76.9975107,NA,NA,NA,0,16,23,30,35,36,34,31,27,23,19,16,12,8,0,0,0,0,NA,NA,NA,Th
Mercado Moderno Los Cipreses,Market,"Mariano Arredondo 2777, Cercado de Lima 15081, Peru",-12.054395,-77.0782005,NA,NA,NA,NA,NA,0,0,31,47,60,68,73,69,51,28,12,0,0,0,0,0,0,0,NA,Th
Mercado N°. 1 Tahuantinsuyo,Market,"Inca Roca 5, Distrito de Lima 15332, Peru",-11.9813587,-77.0531323,NA,NA,NA,NA,0,0,2,6,16,30,42,44,35,23,15,12,11,11,0,0,0,0,NA,NA,Th
Mercado N°. 2 Surco,Market,"Jiron Franklin D. Roosevelt 898, Distrito de Lima 15063, PeruLocated in: Mercado Anexo N°. 2 Surco",-12.1464416,-77.0140783,NA,NA,NA,NA,NA,0,6,14,26,39,46,45,35,25,21,26,33,29,16,0,0,0,0,NA,Th
Mercado Nuevo Horizonte,Market,"Av. José Carlos Mariátegui 883, Lima 15491, Peru",-12.0257175,-76.9120025,NA,NA,NA,NA,0,2,7,18,34,50,61,71,73,60,43,34,31,28,24,0,0,0,NA,NA,Th
Mercado Palermo,Market,"avenida 15034, Av Palermo 525, Cercado de Lima, Peru",-12.0814303,-77.0229474,NA,NA,NA,NA,NA,0,13,29,36,42,46,40,29,21,18,20,20,17,0,0,0,0,0,NA,Th
Mercado Pando,Market,"Lima District 15088, Peru",-12.0613848,-77.0779498,NA,NA,NA,NA,0,4,10,21,34,43,43,35,24,16,12,10,8,0,0,0,0,0,NA,NA,Th
Mercado Paulet,Market,"Pedro Paulet 283-297, Cercado de Lima 15102, Peru",-12.0251758,-77.0536684,NA,NA,NA,NA,NA,0,0,33,60,74,70,63,56,44,28,15,7,0,0,0,0,0,0,NA,Th
Mercado Primero de Mayo,Market,"Av. Alejandro Bertello 877, Cercado de Lima 15088, Peru",-12.0639763,-77.071373,NA,NA,NA,NA,NA,0,0,30,47,60,63,59,51,42,35,28,21,0,0,0,0,0,0,NA,Th
Mercado San Antonio,Market,"Avenida Perú 34-35, Cercado de Lima 15106, Peru",-12.029562,-77.0855625,NA,NA,NA,NA,NA,0,7,16,29,42,49,47,37,26,22,24,28,28,23,0,0,0,0,NA,Th
Mercado San Felipe,Market,"Jirón Domingo Martinez Luján 621, Cercado de Lima 15048, Peru",-12.1141104,-77.0163093,NA,NA,NA,NA,NA,0,12,22,29,32,33,30,23,16,13,14,17,19,17,12,7,0,0,NA,Th
Mercado San Juan,Market,"Lima District 15427, Peru",-12.0141815,-76.9990245,NA,NA,NA,NA,NA,0,7,17,28,35,34,25,17,11,9,9,10,8,6,0,0,0,0,NA,Th
Mercado San Juan Grande,Market,"Lima District 15056, Peru",-12.1576741,-76.9842807,NA,NA,NA,NA,NA,0,0,12,28,41,40,30,21,15,10,6,3,0,0,0,0,0,0,NA,Th
Mercado Santa Rosa,Market,"Palmeras 521, Cercado de Lima 15007, Peru",-12.053296,-76.9811814,NA,NA,NA,NA,0,1,5,14,26,36,36,26,14,6,3,2,2,0,0,0,0,0,NA,NA,Th
Mercado Santiago Apóstol,Market,"Jiron Franklin D. Roosevelt 164, Cercado de Lima 15049, Peru",-12.146325,-77.0070305,NA,NA,NA,NA,NA,0,6,17,27,37,58,86,94,72,45,33,29,0,0,0,0,0,0,NA,Th
Mercado Señor Cautivo,Market,"Manuel Moncloa Y Cobarrubias 2724, Cercado de Lima 15081, Peru",-12.0577119,-77.0782428,NA,NA,NA,NA,NA,0,5,15,25,40,55,65,60,45,30,15,10,5,0,0,0,0,0,NA,Th
Mercado Tupac Amaru,Market,"Lima District 15457, Peru",-12.021798,-76.9676176,NA,NA,NA,NA,0,1,3,16,31,42,43,33,18,5,1,1,1,1,1,1,1,0,NA,NA,Th
Mercado Vara de Oro,Market,"Vara de Oro Avenida Gran Chimú 880, Cercado de Lima 15401, Peru",-12.025329,-76.9985954,NA,NA,NA,NA,NA,0,4,13,24,35,41,40,31,20,13,16,29,45,52,45,27,0,0,NA,Th
Mercado Virgen de Guadalupe,Market,"Jirón Pachitea 374, Cercado de Lima 15001, Peru",-12.0548724,-77.0336883,NA,NA,NA,NA,0,4,27,69,78,48,43,73,90,67,34,16,0,0,0,0,0,0,NA,NA,Th
MERPROLIMA,Produce market,"Av. Universitaria, Los Olivos 15304, Peru",-11.9808933,-77.0787001,NA,NA,NA,NA,0,3,8,17,28,37,41,38,30,22,19,20,22,21,16,9,4,0,NA,NA,Th
Miraflores Indian Market,Market,"Av. Petit Thouars 5321, Miraflores 15074, Peru",-12.1161458,-77.0281774,NA,NA,NA,NA,NA,0,0,0,0,27,52,68,64,51,49,62,75,70,49,0,0,0,0,NA,Th
Municipal Market of San Isidro,Market,"Av. Augusto Pérez Araníbar, San Isidro 15076, Peru",-12.1088831,-77.0538501,NA,NA,NA,NA,NA,0,14,28,40,46,55,78,100,87,49,21,0,0,0,0,0,0,0,NA,Th
Municipal Market Santa Cruz,Market,"Calle Gral Mendiburu 1175, Miraflores 15074, Peru",-12.110469,-77.049871,NA,NA,NA,NA,NA,0,18,41,58,63,76,98,98,71,42,26,18,0,0,0,0,0,0,NA,Th
Rospigliosi Modern Market,Market,"Jirón Manuel Segura 537, Cercado de Lima 15046, Peru",-12.079163,-77.0321089,NA,NA,NA,NA,NA,0,0,19,34,41,44,45,40,28,16,15,20,20,12,0,0,0,0,NA,Th
San Jose Market,Fresh food market,"Av República Dominicana 356, Jesús María 15072, Peru",-12.0740521,-77.0493404,NA,NA,NA,NA,0,1,5,14,25,35,44,55,60,52,39,32,34,34,0,0,0,0,NA,NA,Th
Santa Rosa Market,Market,"Guardia Civil 433, esquina con, Av. Guardia Peruana Urb, Chorrillos 15056, Peru",-12.1832405,-77.0005833,NA,NA,NA,NA,0,7,18,32,44,52,57,59,56,46,38,41,52,58,52,35,0,0,NA,NA,Th
Sta. Rosa de Lima,Farmers' market,"Polux, Ate Vitarte 15498, Peru",-12.0340865,-76.9380773,NA,NA,NA,NA,NA,0,7,21,39,53,57,48,31,15,0,0,0,0,0,0,0,0,0,NA,Th
Town and Country Market,Market,"Santos Chocano Agullar 174, Rímac 15094, Peru",-12.0251687,-77.0284697,NA,NA,NA,NA,0,2,9,20,34,45,48,43,32,23,16,13,10,7,0,0,0,0,NA,NA,Th
Al Mercado San Carlos,Produce market,"Av. El Sol 437, Cercado de Lima 15094, Peru",-11.9846303,-77.0059294,NA,NA,NA,NA,0,1,5,16,29,42,53,58,55,46,35,28,34,49,56,40,0,0,NA,NA,Fr
Brena market,Market,"Jr. Restauración, Cercado de Lima 15083, Peru",-12.064933,-77.0479141,NA,NA,NA,NA,NA,0,0,23,34,41,44,41,35,29,24,20,17,0,0,0,0,0,0,NA,Fr
Cachina 12,Market,"calle bongara S/N Av Canto Grande PRD. 12 San Juan de Lurigancho Gobierno Regional de Lima LIMA, 36, Peru",-11.9647692,-77.0023254,NA,NA,NA,NA,NA,0,0,0,10,23,33,34,26,20,23,26,17,0,0,0,0,0,0,NA,Fr
"Centro Comercial ""COVIDA""",Market,"Av. c/ Calle 15301 Perú, Daniel Hernandez, Lima, Peru",-11.9945527,-77.0767379,NA,NA,NA,NA,NA,0,13,24,39,53,62,64,57,47,43,49,66,81,82,65,40,0,0,NA,Fr
Eduardo Mercado Chachi Divos,Market,"Lima District 15096, Peru",-12.0174017,-77.0272044,NA,NA,NA,NA,NA,0,0,15,34,50,58,57,53,45,34,24,25,42,70,89,82,54,0,NA,Fr
Elio Cooperative MARKET,Market,"Roberto Thorndike Galup 1423, Cercado de Lima 15081, Peru",-12.0555109,-77.068861,NA,NA,NA,NA,NA,0,1,5,15,27,35,32,21,10,3,2,2,1,1,0,0,0,0,NA,Fr
Future Market Peru,Flea market,"Av Carabayllo, Lima 15311, Peru",-11.957948,-77.058859,NA,NA,NA,NA,0,7,22,45,61,63,63,70,75,68,52,32,16,0,0,0,0,0,NA,NA,Fr
Gran Mercado Conzac,Shopping mall,"Av. Angélica Gamarra 850, Cercado de Lima 15302, Peru",-12.0056994,-77.0714531,NA,NA,NA,0,3,10,20,31,39,45,47,45,37,28,24,26,30,32,27,19,11,NA,NA,NA,Fr
Grumete Salamanca Market,Market,"Calle Benjamín Franklin 620, Cercado de Lima 15022, Peru",-12.0670714,-76.9753465,NA,NA,NA,NA,NA,0,18,36,52,57,52,46,44,41,34,26,21,0,0,0,0,0,0,NA,Fr
José Carlos Mariategui market,Market,"Av José Carlos Mariategui 32, Lima 15412, Peru",-11.9680011,-77.0108485,NA,NA,NA,NA,0,1,8,28,55,56,39,48,56,33,24,24,25,24,0,0,0,0,NA,NA,Fr
jueves Mercado Mirones,Market,"Mariano Angulo 2421, Cercado de Lima 15081, Peru",-12.0372318,-77.0724978,NA,NA,NA,NA,0,3,11,25,36,40,44,47,39,26,15,11,9,7,0,0,0,0,NA,NA,Fr
Market First of June,Market,"Av. Alejandro Bertello 800, Cercado de Lima 15088, Peru",-12.0634113,-77.0708737,NA,NA,NA,NA,NA,0,0,27,43,59,74,83,85,78,66,51,37,24,0,0,0,0,0,NA,Fr
Market October 9,Market,"A Gomez, Cercado de Lima 15079, Peru",-12.0376207,-77.0604926,NA,NA,NA,NA,NA,0,0,31,77,81,54,40,54,63,54,31,13,0,0,0,0,0,0,NA,Fr
Market san gabriel,Market,"Azulejos 420, Distrito de Lima 15434, Peru",-11.9908396,-77.0029811,NA,NA,NA,NA,0,4,18,34,41,44,50,53,48,40,36,40,46,47,40,27,0,0,NA,NA,Fr
Market Santa Rosa,Market,"Jirón Amazonas, San Martín de Porres 15106, Peru",-12.0363012,-77.0886102,NA,NA,NA,NA,NA,0,2,14,39,62,71,65,53,44,40,38,35,0,0,0,0,0,0,NA,Fr
Market The Hermit,Market,"Lima District 15333, Peru",-11.9971997,-77.0528444,NA,NA,NA,NA,0,1,9,22,38,48,50,43,31,20,14,13,13,11,6,1,0,0,NA,NA,Fr
"Mercado ""La Merced""",Market,"Avenida Emancipación, Cercado de Lima 15001, Peru",-12.0455791,-77.0391687,NA,NA,NA,NA,0,3,16,40,54,47,43,50,53,44,29,20,28,51,58,34,0,0,NA,NA,Fr
Mercado Artesanal,Market,"Calle Gral. Suárez 315, Cercado de Lima 15074, Peru",-12.117468,-77.0279299,1,1,1,1,1,0,3,11,26,48,66,72,65,58,65,84,100,96,73,43,20,8,2,1,Fr
Mercado Artesanal San Borja,Market,"Av San Luis 1873, Lima 15021, Peru",-12.0855981,-76.9966405,NA,NA,NA,NA,NA,0,9,20,34,51,65,72,70,59,44,33,46,75,60,17,0,0,0,NA,Fr
Mercado Bolivar Pueblo Libre,Market,"Jirón Mariano Pastor Sevilla 287-129, Cercado de Lima 15084, Peru",-12.0733048,-77.0656046,NA,NA,NA,NA,NA,0,6,18,33,43,49,58,60,42,26,21,19,13,0,0,0,0,0,NA,Fr
Mercado Buenos Aires,Market,"Prol. Lucanas 283, Cercado de Lima 15001, Peru",-12.0542514,-77.0195084,NA,NA,NA,NA,NA,0,17,39,50,57,57,46,31,20,14,9,4,0,0,0,0,0,0,NA,Fr
Mercado Canta Callao,Market,"Lima District 15109, Peru",-11.9835095,-77.0979738,NA,NA,NA,NA,0,2,5,34,73,100,92,65,44,34,31,26,21,0,0,0,0,0,NA,NA,Fr
Mercado Centro Cívico,Market,"Lima District 15101, Peru",-12.0282366,-77.0720097,NA,NA,NA,NA,0,1,1,7,22,38,49,48,36,19,6,1,1,0,0,0,0,0,NA,NA,Fr
Mercado Conde de la Vega,Market,"Jiron Acomayo, Av. Dos de Mayo 102, Cercado de Lima 15079, Peru",-12.03794,-77.0490996,NA,NA,NA,NA,NA,0,0,0,25,42,51,45,33,24,21,20,18,16,13,0,0,0,0,NA,Fr
Mercado Corpac,Market,"Av. Antunez de Mayolo, Distrito de Lima 15108, Peru",-12.0040721,-77.0942546,NA,NA,NA,NA,NA,0,0,0,24,73,80,55,61,71,67,50,30,0,0,0,0,0,0,NA,Fr
Mercado De Las Praderas,Market,"Yarquil 218, Cercado de Lima 15009, Peru",-12.0336931,-76.9626433,NA,NA,NA,NA,0,6,15,30,48,64,67,60,44,32,25,23,24,23,19,14,0,0,NA,NA,Fr
Mercado De Surquillo,Farmers' market,"Lizardo Montero 705, Surquillo 15047, PeruLocated in: Market No. 2 Surquillo",-12.1109983,-77.0241483,86,70,54,48,52,57,52,37,20,8,2,0,1,0,0,1,0,5,17,39,68,91,100,96,Fr
Mercado El Bosque,Market,"Av. Proceres de la Independencia 268, Cercado de Lima 15404, Peru",-12.0305244,-77.0128163,NA,NA,0,0,3,12,26,37,41,46,50,47,37,27,22,21,18,12,6,2,NA,NA,NA,NA,Fr
Mercado El Pino,Market,"Cnel. Lorenzo Iglesias Pino 104, Distrito de Lima 15054, Peru",-12.1622558,-76.9914288,NA,NA,NA,NA,NA,0,0,18,35,49,52,44,31,20,13,9,7,7,0,0,0,0,0,NA,Fr
Mercado Elio,Market,"Reynaldo Saavedra Pinón 2674, Cercado de Lima 15081, Peru",-12.054594700000001,-77.0711829,NA,NA,NA,NA,NA,0,0,0,33,43,46,46,43,40,36,36,33,30,0,0,0,0,0,NA,Fr
Mercado Familias Unidas,Market,"Ramon Rodriguez Lima, San Juan de Miraflores 15801, Peru",-12.1604042,-76.9650063,NA,NA,NA,NA,NA,0,0,35,54,56,61,57,33,15,10,8,6,0,0,0,0,0,0,NA,Fr
MERCADO FLORA TRISTAN,Market,"Flora Tristan 793-845, Cercado de Lima 15818, Peru",-12.1899311,-76.9224535,NA,NA,NA,NA,NA,0,20,44,76,96,92,72,56,48,44,40,36,0,0,0,0,0,0,NA,Fr
Mercado La Aurora,Market,"Avenida Emancipación 668 Jirón Cañete 473, Jirón Huancavelica 661, Cercado de Lima 15001, Peru",-12.0451873,-77.0390272,NA,NA,NA,NA,NA,0,13,34,56,65,67,69,65,52,39,38,42,41,31,0,0,0,0,NA,Fr
Mercado La Inmaculada,Market,"Av. Materiales 1973, Cercado de Lima 15081, Peru",-12.0410888,-77.0674417,NA,NA,NA,NA,0,8,16,26,37,46,48,43,35,25,17,13,12,13,11,0,0,0,NA,NA,Fr
Mercado La Merced,Market,"Jirón Pérez de Tudela, Cercado de Lima 15081, Peru",-12.0359805,-77.0663448,NA,NA,NA,NA,NA,0,4,35,63,60,42,39,43,34,18,14,23,0,0,0,0,0,0,NA,Fr
Mercado La Ponderosa,Market,"Av. Universitaria 524, Cercado de Lima 15086, Peru",-12.0850112,-77.0827117,NA,NA,NA,NA,NA,0,17,40,68,89,87,68,52,42,24,0,0,0,0,0,0,0,0,NA,Fr
Mercado Los Incas,Market,"Independencia 15332, Peru",-11.9802012,-77.0583666,NA,NA,NA,NA,NA,0,11,25,40,51,56,61,62,56,48,51,70,91,94,73,0,0,0,NA,Fr
Mercado Los Vencedores,Market,"de, Sta. Rosa de Lima 1813, San Juan de Lurigancho 15431, Peru",-11.9979722,-77.0003176,NA,NA,NA,NA,NA,0,8,22,37,44,41,32,22,15,11,9,8,6,5,0,0,0,0,NA,Fr
Mercado Mayorista De Frutas,Market,"Av Nicolás Arriola 4046, Cercado de Lima 15021, PeruLocated in: Wholesale Market Fruit No. 2",-12.0683307,-76.9975107,NA,NA,NA,0,19,31,40,44,43,43,44,43,38,30,22,14,8,0,0,0,0,NA,NA,NA,Fr
Mercado Moderno Los Cipreses,Market,"Mariano Arredondo 2777, Cercado de Lima 15081, Peru",-12.054395,-77.0782005,NA,NA,NA,NA,NA,0,0,20,41,60,61,48,37,35,32,22,0,0,0,0,0,0,0,NA,Fr
Mercado N°. 1 Tahuantinsuyo,Market,"Inca Roca 5, Distrito de Lima 15332, Peru",-11.9813587,-77.0531323,NA,NA,NA,NA,0,1,4,11,23,37,48,50,42,30,19,13,11,10,0,0,0,0,NA,NA,Fr
Mercado N°. 2 Surco,Market,"Jiron Franklin D. Roosevelt 898, Distrito de Lima 15063, PeruLocated in: Mercado Anexo N°. 2 Surco",-12.1464416,-77.0140783,NA,NA,NA,NA,NA,0,7,17,34,51,59,53,39,27,24,28,31,26,15,0,0,0,0,NA,Fr
Mercado Nuevo Horizonte,Market,"Av. José Carlos Mariátegui 883, Lima 15491, Peru",-12.0257175,-76.9120025,NA,NA,NA,NA,0,3,10,24,39,52,63,72,72,60,44,33,29,26,22,0,0,0,NA,NA,Fr
Mercado Palermo,Market,"avenida 15034, Av Palermo 525, Cercado de Lima, Peru",-12.0814303,-77.0229474,NA,NA,NA,NA,NA,0,14,33,54,62,54,42,36,35,33,29,22,14,0,0,0,0,0,NA,Fr
Mercado Pando,Market,"Lima District 15088, Peru",-12.0613848,-77.0779498,NA,NA,NA,NA,0,3,8,20,35,50,54,46,31,17,9,6,4,0,0,0,0,0,NA,NA,Fr
Mercado Paulet,Market,"Pedro Paulet 283-297, Cercado de Lima 15102, Peru",-12.0251758,-77.0536684,NA,NA,NA,NA,NA,0,0,25,45,65,78,77,64,45,29,18,12,0,0,0,0,0,0,NA,Fr
Mercado Primero de Mayo,Market,"Av. Alejandro Bertello 877, Cercado de Lima 15088, Peru",-12.0639763,-77.071373,NA,NA,NA,NA,NA,0,0,31,49,64,68,63,52,40,31,26,21,0,0,0,0,0,0,NA,Fr
Mercado San Antonio,Market,"Avenida Perú 34-35, Cercado de Lima 15106, Peru",-12.029562,-77.0855625,NA,NA,NA,NA,NA,0,8,17,32,46,53,51,40,29,24,26,31,31,25,0,0,0,0,NA,Fr
Mercado San Felipe,Market,"Jirón Domingo Martinez Luján 621, Cercado de Lima 15048, Peru",-12.1141104,-77.0163093,NA,NA,NA,NA,NA,0,13,26,37,39,36,32,28,22,15,13,15,18,18,15,9,0,0,NA,Fr
Mercado San Juan,Market,"Lima District 15427, Peru",-12.0141815,-76.9990245,NA,NA,NA,NA,NA,0,10,18,28,36,38,33,23,14,10,10,11,10,6,0,0,0,0,NA,Fr
Mercado San Juan Grande,Market,"Lima District 15056, Peru",-12.1576741,-76.9842807,NA,NA,NA,NA,NA,0,0,11,29,45,44,30,19,16,16,12,6,0,0,0,0,0,0,NA,Fr
Mercado Santa Rosa,Market,"Palmeras 521, Cercado de Lima 15007, Peru",-12.053296,-76.9811814,NA,NA,NA,NA,0,2,6,16,29,37,39,26,9,4,3,3,2,0,0,0,0,0,NA,NA,Fr
Mercado Santiago Apóstol,Market,"Jiron Franklin D. Roosevelt 164, Cercado de Lima 15049, Peru",-12.146325,-77.0070305,NA,NA,NA,NA,NA,0,9,23,38,51,66,79,81,67,49,36,27,0,0,0,0,0,0,NA,Fr
Mercado Señor Cautivo,Market,"Manuel Moncloa Y Cobarrubias 2724, Cercado de Lima 15081, Peru",-12.0577119,-77.0782428,NA,NA,NA,NA,NA,0,0,60,60,25,55,85,100,90,60,35,15,10,0,0,0,0,0,NA,Fr
Mercado Tupac Amaru,Market,"Lima District 15457, Peru",-12.021798,-76.9676176,NA,NA,NA,NA,0,1,6,20,36,45,40,26,11,2,1,1,1,1,1,1,1,0,NA,NA,Fr
Mercado Vara de Oro,Market,"Vara de Oro Avenida Gran Chimú 880, Cercado de Lima 15401, Peru",-12.025329,-76.9985954,NA,NA,NA,NA,NA,0,2,13,28,40,43,39,31,23,19,25,38,50,53,43,27,0,0,NA,Fr
Mercado Virgen de Guadalupe,Market,"Jirón Pachitea 374, Cercado de Lima 15001, Peru",-12.0548724,-77.0336883,NA,NA,NA,NA,0,13,35,57,62,58,63,75,75,58,37,24,0,0,0,0,0,0,NA,NA,Fr
MERPROLIMA,Produce market,"Av. Universitaria, Los Olivos 15304, Peru",-11.9808933,-77.0787001,NA,NA,NA,NA,0,3,9,19,30,39,42,39,31,24,22,22,23,21,15,9,4,0,NA,NA,Fr
Miraflores Indian Market,Market,"Av. Petit Thouars 5321, Miraflores 15074, Peru",-12.1161458,-77.0281774,NA,NA,NA,NA,NA,0,0,0,0,33,55,65,59,52,57,71,79,70,49,0,0,0,0,NA,Fr
Municipal Market of San Isidro,Market,"Av. Augusto Pérez Araníbar, San Isidro 15076, Peru",-12.1088831,-77.0538501,NA,NA,NA,NA,NA,0,15,32,48,56,67,86,98,86,57,30,0,0,0,0,0,0,0,NA,Fr
Municipal Market Santa Cruz,Market,"Calle Gral Mendiburu 1175, Miraflores 15074, Peru",-12.110469,-77.049871,NA,NA,NA,NA,NA,0,16,42,66,77,85,96,94,77,52,32,18,0,0,0,0,0,0,NA,Fr
Rospigliosi Modern Market,Market,"Jirón Manuel Segura 537, Cercado de Lima 15046, Peru",-12.079163,-77.0321089,NA,NA,NA,NA,NA,0,0,22,42,48,46,47,43,31,21,18,18,15,10,0,0,0,0,NA,Fr
San Jose Market,Fresh food market,"Av República Dominicana 356, Jesús María 15072, Peru",-12.0740521,-77.0493404,NA,NA,NA,NA,0,2,7,15,26,36,49,63,69,60,45,37,36,35,0,0,0,0,NA,NA,Fr
Santa Rosa Market,Market,"Guardia Civil 433, esquina con, Av. Guardia Peruana Urb, Chorrillos 15056, Peru",-12.1832405,-77.0005833,NA,NA,NA,NA,0,7,18,33,47,55,60,61,58,49,43,45,53,58,53,39,0,0,NA,NA,Fr
Sta. Rosa de Lima,Farmers' market,"Polux, Ate Vitarte 15498, Peru",-12.0340865,-76.9380773,NA,NA,NA,NA,NA,0,9,27,49,64,62,45,24,8,0,0,0,0,0,0,0,0,0,NA,Fr
Town and Country Market,Market,"Santos Chocano Agullar 174, Rímac 15094, Peru",-12.0251687,-77.0284697,NA,NA,NA,NA,0,2,9,22,38,49,50,44,33,23,17,13,10,7,0,0,0,0,NA,NA,Fr
Al Mercado San Carlos,Produce market,"Av. El Sol 437, Cercado de Lima 15094, Peru",-11.9846303,-77.0059294,NA,NA,NA,NA,0,1,1,19,44,65,76,83,88,83,64,48,51,65,65,43,0,0,NA,NA,Sa
Brena market,Market,"Jr. Restauración, Cercado de Lima 15083, Peru",-12.064933,-77.0479141,NA,NA,NA,NA,NA,0,0,30,54,71,75,73,67,55,41,28,19,0,0,0,0,0,0,NA,Sa
Cachina 12,Market,"calle bongara S/N Av Canto Grande PRD. 12 San Juan de Lurigancho Gobierno Regional de Lima LIMA, 36, Peru",-11.9647692,-77.0023254,NA,NA,NA,NA,NA,0,0,0,10,24,37,41,40,37,35,30,23,0,0,0,0,0,0,NA,Sa
"Centro Comercial ""COVIDA""",Market,"Av. c/ Calle 15301 Perú, Daniel Hernandez, Lima, Peru",-11.9945527,-77.0767379,NA,NA,NA,NA,NA,0,10,24,44,68,88,95,88,73,62,64,76,86,83,66,42,0,0,NA,Sa
Eduardo Mercado Chachi Divos,Market,"Lima District 15096, Peru",-12.0174017,-77.0272044,NA,NA,NA,NA,NA,0,0,19,31,44,55,62,65,62,53,42,41,53,72,84,76,53,0,NA,Sa
Elio Cooperative MARKET,Market,"Roberto Thorndike Galup 1423, Cercado de Lima 15081, Peru",-12.0555109,-77.068861,NA,NA,NA,NA,NA,0,1,11,28,50,66,66,49,27,10,4,8,6,1,0,0,0,0,NA,Sa
Future Market Peru,Flea market,"Av Carabayllo, Lima 15311, Peru",-11.957948,-77.058859,NA,NA,NA,NA,0,1,17,76,81,55,80,100,84,50,23,11,7,0,0,0,0,0,NA,NA,Sa
Gran Mercado Conzac,Shopping mall,"Av. Angélica Gamarra 850, Cercado de Lima 15302, Peru",-12.0056994,-77.0714531,NA,NA,NA,0,4,14,29,45,56,64,70,68,57,44,36,34,35,34,29,20,12,NA,NA,NA,Sa
Grumete Salamanca Market,Market,"Calle Benjamín Franklin 620, Cercado de Lima 15022, Peru",-12.0670714,-76.9753465,NA,NA,NA,NA,NA,0,24,44,63,75,77,73,63,51,40,34,31,0,0,0,0,0,0,NA,Sa
José Carlos Mariategui market,Market,"Av José Carlos Mariategui 32, Lima 15412, Peru",-11.9680011,-77.0108485,NA,NA,NA,NA,0,6,17,34,54,64,61,46,34,27,26,27,27,27,0,0,0,0,NA,NA,Sa
jueves Mercado Mirones,Market,"Mariano Angulo 2421, Cercado de Lima 15081, Peru",-12.0372318,-77.0724978,NA,NA,NA,NA,0,7,16,30,46,60,64,58,49,39,30,22,16,10,0,0,0,0,NA,NA,Sa
Market First of June,Market,"Av. Alejandro Bertello 800, Cercado de Lima 15088, Peru",-12.0634113,-77.0708737,NA,NA,NA,NA,NA,0,0,43,80,90,83,88,100,99,83,60,37,20,0,0,0,0,0,NA,Sa
Market October 9,Market,"A Gomez, Cercado de Lima 15079, Peru",-12.0376207,-77.0604926,NA,NA,NA,NA,NA,0,0,31,72,81,59,63,86,95,77,45,27,0,0,0,0,0,0,NA,Sa
Market san gabriel,Market,"Azulejos 420, Distrito de Lima 15434, Peru",-11.9908396,-77.0029811,NA,NA,NA,NA,0,4,19,39,50,56,68,77,71,57,47,43,41,38,33,28,0,0,NA,NA,Sa
Market Santa Rosa,Market,"Jirón Amazonas, San Martín de Porres 15106, Peru",-12.0363012,-77.0886102,NA,NA,NA,NA,NA,0,2,5,39,79,100,96,86,80,72,58,40,0,0,0,0,0,0,NA,Sa
Market The Hermit,Market,"Lima District 15333, Peru",-11.9971997,-77.0528444,NA,NA,NA,NA,0,0,8,24,43,59,63,55,42,29,21,18,16,12,6,1,0,0,NA,NA,Sa
"Mercado ""La Merced""",Market,"Avenida Emancipación, Cercado de Lima 15001, Peru",-12.0455791,-77.0391687,NA,NA,NA,NA,0,3,13,33,60,83,88,80,73,68,54,39,33,36,33,20,0,0,NA,NA,Sa
Mercado Artesanal,Market,"Calle Gral. Suárez 315, Cercado de Lima 15074, Peru",-12.117468,-77.0279299,1,1,1,1,1,2,5,11,25,44,62,72,69,62,66,83,100,97,73,43,19,7,2,1,Sa
Mercado Artesanal San Borja,Market,"Av San Luis 1873, Lima 15021, Peru",-12.0855981,-76.9966405,NA,NA,NA,NA,NA,0,12,29,51,75,94,100,90,70,50,46,66,87,70,31,0,0,0,NA,Sa
Mercado Belen,Market,"Av Lima 2481, Cercado de Lima 15101, Peru",-12.0295233,-77.0718085,NA,NA,NA,NA,0,7,21,28,28,35,57,78,85,78,64,35,21,0,0,0,0,0,NA,NA,Sa
Mercado Bolivar Pueblo Libre,Market,"Jirón Mariano Pastor Sevilla 287-129, Cercado de Lima 15084, Peru",-12.0733048,-77.0656046,NA,NA,NA,NA,NA,0,9,24,46,71,90,94,83,64,44,28,17,10,0,0,0,0,0,NA,Sa
Mercado Buenos Aires,Market,"Prol. Lucanas 283, Cercado de Lima 15001, Peru",-12.0542514,-77.0195084,NA,NA,NA,NA,NA,0,18,42,61,66,65,60,47,30,16,7,2,0,0,0,0,0,0,NA,Sa
Mercado Canta Callao,Market,"Lima District 15109, Peru",-11.9835095,-77.0979738,NA,NA,NA,NA,0,2,2,13,34,57,76,81,76,63,47,28,13,0,0,0,0,0,NA,NA,Sa
Mercado Centro Cívico,Market,"Lima District 15101, Peru",-12.0282366,-77.0720097,NA,NA,NA,NA,0,1,5,15,29,52,79,89,69,36,13,3,1,0,0,0,0,0,NA,NA,Sa
Mercado Conde de la Vega,Market,"Jiron Acomayo, Av. Dos de Mayo 102, Cercado de Lima 15079, Peru",-12.03794,-77.0490996,NA,NA,NA,NA,NA,0,0,0,42,60,60,46,35,32,31,30,28,24,20,0,0,0,0,NA,Sa
Mercado Corpac,Market,"Av. Antunez de Mayolo, Distrito de Lima 15108, Peru",-12.0040721,-77.0942546,NA,NA,NA,NA,NA,0,0,0,45,85,100,80,57,59,70,62,37,0,0,0,0,0,0,NA,Sa
