nombre,categoryName,address,location.lat,location.lng,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,day
Mercado San Antonio,Market,"Avenida Perú 34-35, Cercado de Lima 15106, Peru",-12.029562,-77.0855625,NA,NA,NA,NA,NA,0,7,17,32,47,58,58,48,36,30,33,41,43,36,0,0,0,0,NA,Tu
Mercado San Felipe,Market,"Jirón Domingo Martinez Luján 621, Cercado de Lima 15048, Peru",-12.1141104,-77.0163093,NA,NA,NA,NA,NA,0,10,22,30,31,32,31,25,18,14,15,17,18,16,12,8,0,0,NA,Tu
Mercado San Juan,Market,"Lima District 15427, Peru",-12.0141815,-76.9990245,NA,NA,NA,NA,NA,0,7,16,28,38,40,33,24,17,13,8,5,8,7,0,0,0,0,NA,Tu
Mercado San Juan Grande,Market,"Lima District 15056, Peru",-12.1576741,-76.9842807,NA,NA,NA,NA,NA,0,0,15,34,44,46,42,27,17,13,11,7,0,0,0,0,0,0,NA,Tu
Mercado Santa Rosa,Market,"Palmeras 521, Cercado de Lima 15007, Peru",-12.053296,-76.9811814,NA,NA,NA,NA,0,1,4,12,25,35,35,25,13,7,5,5,4,0,0,0,0,0,NA,NA,Tu
Mercado Santiago Apóstol,Market,"Jiron Franklin D. Roosevelt 164, Cercado de Lima 15049, Peru",-12.146325,-77.0070305,NA,NA,NA,NA,NA,0,9,19,31,42,56,76,89,79,54,35,28,0,0,0,0,0,0,NA,Tu
Mercado Señor Cautivo,Market,"Manuel Moncloa Y Cobarrubias 2724, Cercado de Lima 15081, Peru",-12.0577119,-77.0782428,NA,NA,NA,NA,NA,0,10,25,20,5,5,30,55,30,15,20,20,20,0,0,0,0,0,NA,Tu
Mercado Tupac Amaru,Market,"Lima District 15457, Peru",-12.021798,-76.9676176,NA,NA,NA,NA,0,1,5,24,43,51,46,37,23,9,1,1,1,0,0,1,1,0,NA,NA,Tu
Mercado Vara de Oro,Market,"Vara de Oro Avenida Gran Chimú 880, Cercado de Lima 15401, Peru",-12.025329,-76.9985954,NA,NA,NA,NA,NA,0,6,16,30,43,51,51,42,31,25,30,45,60,63,51,30,0,0,NA,Tu
Mercado Virgen de Guadalupe,Market,"Jirón Pachitea 374, Cercado de Lima 15001, Peru",-12.0548724,-77.0336883,NA,NA,NA,NA,0,2,16,54,72,49,42,75,100,82,45,24,0,0,0,0,0,0,NA,NA,Tu
MERPROLIMA,Produce market,"Av. Universitaria, Los Olivos 15304, Peru",-11.9808933,-77.0787001,NA,NA,NA,NA,0,3,10,21,36,48,53,48,38,29,27,28,30,27,20,12,5,0,NA,NA,Tu
Miraflores Indian Market,Market,"Av. Petit Thouars 5321, Miraflores 15074, Peru",-12.1161458,-77.0281774,NA,NA,NA,NA,NA,0,0,0,0,29,50,63,61,52,53,63,69,61,41,0,0,0,0,NA,Tu
Municipal Market of San Isidro,Market,"Av. Augusto Pérez Araníbar, San Isidro 15076, Peru",-12.1088831,-77.0538501,NA,NA,NA,NA,NA,0,14,29,41,49,58,74,87,78,52,25,0,0,0,0,0,0,0,NA,Tu
Municipal Market Santa Cruz,Market,"Calle Gral Mendiburu 1175, Miraflores 15074, Peru",-12.110469,-77.049871,NA,NA,NA,NA,NA,0,18,38,57,72,83,91,87,68,45,27,16,0,0,0,0,0,0,NA,Tu
Rospigliosi Modern Market,Market,"Jirón Manuel Segura 537, Cercado de Lima 15046, Peru",-12.079163,-77.0321089,NA,NA,NA,NA,NA,0,0,21,36,43,44,44,41,30,20,16,17,16,11,0,0,0,0,NA,Tu
San Jose Market,Fresh food market,"Av República Dominicana 356, Jesús María 15072, Peru",-12.0740521,-77.0493404,NA,NA,NA,NA,0,1,5,14,27,38,49,58,62,54,42,37,39,38,0,0,0,0,NA,NA,Tu
Santa Rosa Market,Market,"Guardia Civil 433, esquina con, Av. Guardia Peruana Urb, Chorrillos 15056, Peru",-12.1832405,-77.0005833,NA,NA,NA,NA,0,7,19,35,48,58,67,70,64,53,49,53,61,62,53,37,0,0,NA,NA,Tu
Sta. Rosa de Lima,Farmers' market,"Polux, Ate Vitarte 15498, Peru",-12.0340865,-76.9380773,NA,NA,NA,NA,NA,0,6,21,42,57,56,42,24,11,0,0,0,0,0,0,0,0,0,NA,Tu
Town and Country Market,Market,"Santos Chocano Agullar 174, Rímac 15094, Peru",-12.0251687,-77.0284697,NA,NA,NA,NA,0,2,8,20,37,51,55,49,38,29,25,22,20,16,0,0,0,0,NA,NA,Tu
Al Mercado San Carlos,Produce market,"Av. El Sol 437, Cercado de Lima 15094, Peru",-11.9846303,-77.0059294,NA,NA,NA,NA,0,1,4,14,28,43,36,59,55,43,30,22,32,53,52,24,0,0,NA,NA,We
Brena market,Market,"Jr. Restauración, Cercado de Lima 15083, Peru",-12.064933,-77.0479141,NA,NA,NA,NA,NA,0,0,17,28,37,52,40,34,26,20,16,14,0,0,0,0,0,0,NA,We
Cachina 12,Market,"calle bongara S/N Av Canto Grande PRD. 12 San Juan de Lurigancho Gobierno Regional de Lima LIMA, 36, Peru",-11.9647692,-77.0023254,NA,NA,NA,NA,NA,0,0,0,10,19,22,20,20,22,20,15,7,0,0,0,0,0,0,NA,We
"Centro Comercial ""COVIDA""",Market,"Av. c/ Calle 15301 Perú, Daniel Hernandez, Lima, Peru",-11.9945527,-77.0767379,NA,NA,NA,NA,NA,0,10,20,33,46,28,57,51,42,37,41,54,67,68,54,33,0,0,NA,We
Eduardo Mercado Chachi Divos,Market,"Lima District 15096, Peru",-12.0174017,-77.0272044,NA,NA,NA,NA,NA,0,0,13,23,34,32,47,47,42,34,28,32,48,68,76,64,39,0,NA,We
Elio Cooperative MARKET,Market,"Roberto Thorndike Galup 1423, Cercado de Lima 15081, Peru",-12.0555109,-77.068861,NA,NA,NA,NA,NA,0,1,4,12,21,42,25,17,8,2,1,0,1,1,0,0,0,0,NA,We
Future Market Peru,Flea market,"Av Carabayllo, Lima 15311, Peru",-11.957948,-77.058859,NA,NA,NA,NA,0,6,22,44,54,51,50,53,54,47,36,25,14,0,0,0,0,0,NA,NA,We
Gran Mercado Conzac,Shopping mall,"Av. Angélica Gamarra 850, Cercado de Lima 15302, Peru",-12.0056994,-77.0714531,NA,NA,NA,0,2,7,15,25,32,37,43,37,31,23,19,20,23,25,22,16,9,NA,NA,NA,We
Grumete Salamanca Market,Market,"Calle Benjamín Franklin 620, Cercado de Lima 15022, Peru",-12.0670714,-76.9753465,NA,NA,NA,NA,NA,0,13,27,42,52,53,45,34,26,23,22,23,0,0,0,0,0,0,NA,We
José Carlos Mariategui market,Market,"Av José Carlos Mariategui 32, Lima 15412, Peru",-11.9680011,-77.0108485,NA,NA,NA,NA,0,2,9,22,34,39,40,37,31,23,16,12,12,13,0,0,0,0,NA,NA,We
jueves Mercado Mirones,Market,"Mariano Angulo 2421, Cercado de Lima 15081, Peru",-12.0372318,-77.0724978,NA,NA,NA,NA,0,4,11,20,31,40,47,43,32,20,13,9,7,5,0,0,0,0,NA,NA,We
Market First of June,Market,"Av. Alejandro Bertello 800, Cercado de Lima 15088, Peru",-12.0634113,-77.0708737,NA,NA,NA,NA,NA,0,0,29,49,60,62,63,69,74,67,51,33,19,0,0,0,0,0,NA,We
Market October 9,Market,"A Gomez, Cercado de Lima 15079, Peru",-12.0376207,-77.0604926,NA,NA,NA,NA,NA,0,0,36,50,59,63,63,54,50,40,31,22,0,0,0,0,0,0,NA,We
Market san gabriel,Market,"Azulejos 420, Distrito de Lima 15434, Peru",-11.9908396,-77.0029811,NA,NA,NA,NA,0,8,16,25,35,43,48,47,43,36,30,29,32,36,34,25,0,0,NA,NA,We
Market Santa Rosa,Market,"Jirón Amazonas, San Martín de Porres 15106, Peru",-12.0363012,-77.0886102,NA,NA,NA,NA,NA,0,2,5,23,44,62,67,60,46,34,29,27,0,0,0,0,0,0,NA,We
Market The Hermit,Market,"Lima District 15333, Peru",-11.9971997,-77.0528444,NA,NA,NA,NA,0,1,6,20,35,45,37,40,29,18,12,9,7,5,2,0,0,0,NA,NA,We
"Mercado ""La Merced""",Market,"Avenida Emancipación, Cercado de Lima 15001, Peru",-12.0455791,-77.0391687,NA,NA,NA,NA,0,5,11,21,33,45,52,53,46,35,23,16,20,39,47,30,0,0,NA,NA,We
Mercado Artesanal,Market,"Calle Gral. Suárez 315, Cercado de Lima 15074, Peru",-12.117468,-77.0279299,0,0,0,0,0,1,0,4,13,29,46,58,59,53,50,56,68,69,56,34,15,4,1,1,We
Mercado Artesanal San Borja,Market,"Av San Luis 1873, Lima 15021, Peru",-12.0855981,-76.9966405,NA,NA,NA,NA,NA,0,13,18,19,34,34,58,57,47,33,26,34,52,52,30,0,0,0,NA,We
Mercado Bolivar Pueblo Libre,Market,"Jirón Mariano Pastor Sevilla 287-129, Cercado de Lima 15084, Peru",-12.0733048,-77.0656046,NA,NA,NA,NA,NA,0,5,15,25,34,42,52,50,34,22,20,18,13,0,0,0,0,0,NA,We
Mercado Buenos Aires,Market,"Prol. Lucanas 283, Cercado de Lima 15001, Peru",-12.0542514,-77.0195084,NA,NA,NA,NA,NA,0,10,28,44,48,42,33,26,18,11,5,1,1,0,0,0,0,0,NA,We
Mercado Canta Callao,Market,"Lima District 15109, Peru",-11.9835095,-77.0979738,NA,NA,NA,NA,0,2,2,18,34,44,44,31,18,7,5,7,5,0,0,0,0,0,NA,NA,We
Mercado Centro Cívico,Market,"Lima District 15101, Peru",-12.0282366,-77.0720097,NA,NA,NA,NA,0,1,1,8,19,31,72,38,30,18,8,0,1,0,0,0,0,0,NA,NA,We
Mercado Conde de la Vega,Market,"Jiron Acomayo, Av. Dos de Mayo 102, Cercado de Lima 15079, Peru",-12.03794,-77.0490996,NA,NA,NA,NA,NA,0,0,0,24,41,42,33,30,29,26,22,17,12,9,0,0,0,0,NA,We
Mercado Corpac,Market,"Av. Antunez de Mayolo, Distrito de Lima 15108, Peru",-12.0040721,-77.0942546,NA,NA,NA,NA,NA,0,0,0,30,65,70,47,36,35,33,28,21,0,0,0,0,0,0,NA,We
Mercado De Las Praderas,Market,"Yarquil 218, Cercado de Lima 15009, Peru",-12.0336931,-76.9626433,NA,NA,NA,NA,0,7,14,24,35,44,46,42,32,23,19,17,14,15,25,16,0,0,NA,NA,We
Mercado El Bosque,Market,"Av. Proceres de la Independencia 268, Cercado de Lima 15404, Peru",-12.0305244,-77.0128163,NA,NA,0,1,4,11,20,28,31,34,77,39,34,24,17,17,17,13,6,1,NA,NA,NA,NA,We
Mercado El Pino,Market,"Cnel. Lorenzo Iglesias Pino 104, Distrito de Lima 15054, Peru",-12.1622558,-76.9914288,NA,NA,NA,NA,NA,0,0,11,27,44,56,45,33,23,16,12,10,8,0,0,0,0,0,NA,We
Mercado Elio,Market,"Reynaldo Saavedra Pinón 2674, Cercado de Lima 15081, Peru",-12.054594700000001,-77.0711829,NA,NA,NA,NA,NA,0,0,0,16,30,40,40,36,36,36,40,36,33,0,0,0,0,0,NA,We
Mercado Familias Unidas,Market,"Ramon Rodriguez Lima, San Juan de Miraflores 15801, Peru",-12.1604042,-76.9650063,NA,NA,NA,NA,NA,0,0,31,53,59,46,46,33,20,12,8,6,0,0,0,0,0,0,NA,We
MERCADO FLORA TRISTAN,Market,"Flora Tristan 793-845, Cercado de Lima 15818, Peru",-12.1899311,-76.9224535,NA,NA,NA,NA,NA,0,12,28,44,60,72,72,60,44,28,40,60,0,0,0,0,0,0,NA,We
Mercado La Aurora,Market,"Avenida Emancipación 668 Jirón Cañete 473, Jirón Huancavelica 661, Cercado de Lima 15001, Peru",-12.0451873,-77.0390272,NA,NA,NA,NA,NA,0,13,27,40,48,48,57,56,46,36,37,44,42,27,0,0,0,0,NA,We
Mercado La Inmaculada,Market,"Av. Materiales 1973, Cercado de Lima 15081, Peru",-12.0410888,-77.0674417,NA,NA,NA,NA,0,7,13,21,29,35,38,35,30,25,20,16,14,11,8,0,0,0,NA,NA,We
Mercado La Merced,Market,"Jirón Pérez de Tudela, Cercado de Lima 15081, Peru",-12.0359805,-77.0663448,NA,NA,NA,NA,NA,0,11,18,23,24,23,23,22,18,11,11,17,0,0,0,0,0,0,NA,We
Mercado La Ponderosa,Market,"Av. Universitaria 524, Cercado de Lima 15086, Peru",-12.0850112,-77.0827117,NA,NA,NA,NA,NA,0,10,24,45,66,80,77,61,40,22,0,0,0,0,0,0,0,0,NA,We
Mercado Los Incas,Market,"Independencia 15332, Peru",-11.9802012,-77.0583666,NA,NA,NA,NA,NA,0,13,26,38,47,20,55,52,43,36,41,63,87,89,66,0,0,0,NA,We
Mercado Los Vencedores,Market,"de, Sta. Rosa de Lima 1813, San Juan de Lurigancho 15431, Peru",-11.9979722,-77.0003176,NA,NA,NA,NA,NA,0,8,18,29,37,49,30,21,14,10,8,6,5,3,0,0,0,0,NA,We
Mercado Mayorista De Frutas,Market,"Av Nicolás Arriola 4046, Cercado de Lima 15021, PeruLocated in: Wholesale Market Fruit No. 2",-12.0683307,-76.9975107,NA,NA,NA,0,11,16,21,25,28,29,29,27,23,19,14,10,6,0,0,0,0,NA,NA,NA,We
Mercado Moderno Los Cipreses,Market,"Mariano Arredondo 2777, Cercado de Lima 15081, Peru",-12.054395,-77.0782005,NA,NA,NA,NA,NA,0,0,33,49,60,61,60,57,47,31,16,0,0,0,0,0,0,0,NA,We
Mercado N°. 1 Tahuantinsuyo,Market,"Inca Roca 5, Distrito de Lima 15332, Peru",-11.9813587,-77.0531323,NA,NA,NA,NA,0,1,2,7,15,26,36,38,32,22,13,10,10,11,0,0,0,0,NA,NA,We
Mercado N°. 2 Surco,Market,"Jiron Franklin D. Roosevelt 898, Distrito de Lima 15063, PeruLocated in: Mercado Anexo N°. 2 Surco",-12.1464416,-77.0140783,NA,NA,NA,NA,NA,0,4,11,23,37,35,48,39,28,23,26,29,22,10,0,0,0,0,NA,We
Mercado Nuevo Horizonte,Market,"Av. José Carlos Mariátegui 883, Lima 15491, Peru",-12.0257175,-76.9120025,NA,NA,NA,NA,0,2,6,14,27,43,58,65,62,52,40,31,26,23,19,0,0,0,NA,NA,We
Mercado Palermo,Market,"avenida 15034, Av Palermo 525, Cercado de Lima, Peru",-12.0814303,-77.0229474,NA,NA,NA,NA,NA,0,13,25,31,33,34,28,19,14,14,17,18,15,0,0,0,0,0,NA,We
Mercado Pando,Market,"Lima District 15088, Peru",-12.0613848,-77.0779498,NA,NA,NA,NA,0,3,10,21,29,34,37,33,22,12,6,4,4,0,0,0,0,0,NA,NA,We
Mercado Paulet,Market,"Pedro Paulet 283-297, Cercado de Lima 15102, Peru",-12.0251758,-77.0536684,NA,NA,NA,NA,NA,0,0,28,48,60,61,55,48,39,28,18,10,0,0,0,0,0,0,NA,We
Mercado Primero de Mayo,Market,"Av. Alejandro Bertello 877, Cercado de Lima 15088, Peru",-12.0639763,-77.071373,NA,NA,NA,NA,NA,0,0,30,47,58,46,54,44,35,30,26,21,0,0,0,0,0,0,NA,We
Mercado San Antonio,Market,"Avenida Perú 34-35, Cercado de Lima 15106, Peru",-12.029562,-77.0855625,NA,NA,NA,NA,NA,0,6,14,26,38,34,45,36,26,20,21,26,27,22,0,0,0,0,NA,We
Mercado San Felipe,Market,"Jirón Domingo Martinez Luján 621, Cercado de Lima 15048, Peru",-12.1141104,-77.0163093,NA,NA,NA,NA,NA,0,9,18,22,25,37,28,22,16,12,12,15,18,17,13,8,0,0,NA,We
Mercado San Juan,Market,"Lima District 15427, Peru",-12.0141815,-76.9990245,NA,NA,NA,NA,NA,0,7,16,29,40,39,27,15,10,8,9,8,6,4,0,0,0,0,NA,We
Mercado San Juan Grande,Market,"Lima District 15056, Peru",-12.1576741,-76.9842807,NA,NA,NA,NA,NA,0,0,12,26,36,53,26,18,13,10,8,5,0,0,0,0,0,0,NA,We
Mercado Santa Rosa,Market,"Palmeras 521, Cercado de Lima 15007, Peru",-12.053296,-76.9811814,NA,NA,NA,NA,0,0,3,11,24,31,40,21,15,10,6,4,4,0,0,0,0,0,NA,NA,We
Mercado Santiago Apóstol,Market,"Jiron Franklin D. Roosevelt 164, Cercado de Lima 15049, Peru",-12.146325,-77.0070305,NA,NA,NA,NA,NA,0,5,15,28,39,29,71,83,68,44,31,25,0,0,0,0,0,0,NA,We
Mercado Señor Cautivo,Market,"Manuel Moncloa Y Cobarrubias 2724, Cercado de Lima 15081, Peru",-12.0577119,-77.0782428,NA,NA,NA,NA,NA,0,10,25,30,20,30,45,55,45,30,20,15,15,0,0,0,0,0,NA,We
Mercado Tupac Amaru,Market,"Lima District 15457, Peru",-12.021798,-76.9676176,NA,NA,NA,NA,0,1,1,12,30,45,48,35,16,4,0,1,1,1,1,1,1,0,NA,NA,We
Mercado Vara de Oro,Market,"Vara de Oro Avenida Gran Chimú 880, Cercado de Lima 15401, Peru",-12.025329,-76.9985954,NA,NA,NA,NA,NA,0,4,13,23,33,43,38,30,21,15,17,28,40,44,34,18,0,0,NA,We
Mercado Virgen de Guadalupe,Market,"Jirón Pachitea 374, Cercado de Lima 15001, Peru",-12.0548724,-77.0336883,NA,NA,NA,NA,0,12,30,51,57,46,44,59,63,43,25,17,0,0,0,0,0,0,NA,NA,We
MERPROLIMA,Produce market,"Av. Universitaria, Los Olivos 15304, Peru",-11.9808933,-77.0787001,NA,NA,NA,NA,0,2,7,15,25,34,49,37,30,23,19,19,21,19,14,8,4,0,NA,NA,We
Miraflores Indian Market,Market,"Av. Petit Thouars 5321, Miraflores 15074, Peru",-12.1161458,-77.0281774,NA,NA,NA,NA,NA,0,0,0,0,27,43,49,45,42,48,56,59,53,39,0,0,0,0,NA,We
Municipal Market of San Isidro,Market,"Av. Augusto Pérez Araníbar, San Isidro 15076, Peru",-12.1088831,-77.0538501,NA,NA,NA,NA,NA,0,13,24,34,43,26,69,79,70,45,23,0,0,0,0,0,0,0,NA,We
Municipal Market Santa Cruz,Market,"Calle Gral Mendiburu 1175, Miraflores 15074, Peru",-12.110469,-77.049871,NA,NA,NA,NA,NA,0,14,33,51,59,36,83,83,60,36,24,16,0,0,0,0,0,0,NA,We
Rospigliosi Modern Market,Market,"Jirón Manuel Segura 537, Cercado de Lima 15046, Peru",-12.079163,-77.0321089,NA,NA,NA,NA,NA,0,0,22,34,37,38,40,34,22,14,13,16,15,9,0,0,0,0,NA,We
San Jose Market,Fresh food market,"Av República Dominicana 356, Jesús María 15072, Peru",-12.0740521,-77.0493404,NA,NA,NA,NA,0,0,4,12,22,32,18,49,53,47,37,31,30,29,0,0,0,0,NA,NA,We
Santa Rosa Market,Market,"Guardia Civil 433, esquina con, Av. Guardia Peruana Urb, Chorrillos 15056, Peru",-12.1832405,-77.0005833,NA,NA,NA,NA,0,7,16,28,40,48,50,53,48,40,35,38,46,50,45,31,0,0,NA,NA,We
Sta. Rosa de Lima,Farmers' market,"Polux, Ate Vitarte 15498, Peru",-12.0340865,-76.9380773,NA,NA,NA,NA,NA,0,8,25,42,50,48,38,25,13,0,0,0,0,0,0,0,0,0,NA,We
Town and Country Market,Market,"Santos Chocano Agullar 174, Rímac 15094, Peru",-12.0251687,-77.0284697,NA,NA,NA,NA,0,2,8,19,32,43,46,41,31,21,15,12,10,7,0,0,0,0,NA,NA,We
Al Mercado San Carlos,Produce market,"Av. El Sol 437, Cercado de Lima 15094, Peru",-11.9846303,-77.0059294,NA,NA,NA,NA,0,1,5,17,32,46,56,60,58,48,33,20,23,53,72,43,0,0,NA,NA,Th
Brena market,Market,"Jr. Restauración, Cercado de Lima 15083, Peru",-12.064933,-77.0479141,NA,NA,NA,NA,NA,0,0,22,32,40,43,40,33,27,22,20,18,0,0,0,0,0,0,NA,Th
Cachina 12,Market,"calle bongara S/N Av Canto Grande PRD. 12 San Juan de Lurigancho Gobierno Regional de Lima LIMA, 36, Peru",-11.9647692,-77.0023254,NA,NA,NA,NA,NA,0,0,0,10,17,22,24,24,25,25,21,12,0,0,0,0,0,0,NA,Th
"Centro Comercial ""COVIDA""",Market,"Av. c/ Calle 15301 Perú, Daniel Hernandez, Lima, Peru",-11.9945527,-77.0767379,NA,NA,NA,NA,NA,0,11,23,39,53,62,64,59,50,42,42,55,75,83,69,42,0,0,NA,Th
Eduardo Mercado Chachi Divos,Market,"Lima District 15096, Peru",-12.0174017,-77.0272044,NA,NA,NA,NA,NA,0,0,15,26,37,46,51,49,42,32,25,27,43,67,82,73,47,0,NA,Th
Elio Cooperative MARKET,Market,"Roberto Thorndike Galup 1423, Cercado de Lima 15081, Peru",-12.0555109,-77.068861,NA,NA,NA,NA,NA,0,1,3,13,25,32,30,20,9,2,0,0,1,1,0,0,0,0,NA,Th
Future Market Peru,Flea market,"Av Carabayllo, Lima 15311, Peru",-11.957948,-77.058859,NA,NA,NA,NA,0,6,17,35,54,64,63,61,58,52,37,21,8,0,0,0,0,0,NA,NA,Th
Gran Mercado Conzac,Shopping mall,"Av. Angélica Gamarra 850, Cercado de Lima 15302, Peru",-12.0056994,-77.0714531,NA,NA,NA,0,3,9,17,26,33,38,42,40,33,25,21,24,29,31,27,18,10,NA,NA,NA,Th
Grumete Salamanca Market,Market,"Calle Benjamín Franklin 620, Cercado de Lima 15022, Peru",-12.0670714,-76.9753465,NA,NA,NA,NA,NA,0,15,34,52,61,57,47,38,31,26,22,21,0,0,0,0,0,0,NA,Th
José Carlos Mariategui market,Market,"Av José Carlos Mariategui 32, Lima 15412, Peru",-11.9680011,-77.0108485,NA,NA,NA,NA,0,6,12,21,30,37,37,34,27,22,19,18,17,16,0,0,0,0,NA,NA,Th
jueves Mercado Mirones,Market,"Mariano Angulo 2421, Cercado de Lima 15081, Peru",-12.0372318,-77.0724978,NA,NA,NA,NA,0,1,6,17,30,41,46,45,38,27,18,13,9,7,0,0,0,0,NA,NA,Th
Market First of June,Market,"Av. Alejandro Bertello 800, Cercado de Lima 15088, Peru",-12.0634113,-77.0708737,NA,NA,NA,NA,NA,0,0,24,37,52,66,75,77,72,62,50,37,26,0,0,0,0,0,NA,Th
Market October 9,Market,"A Gomez, Cercado de Lima 15079, Peru",-12.0376207,-77.0604926,NA,NA,NA,NA,NA,0,0,27,36,45,50,59,63,59,54,40,27,0,0,0,0,0,0,NA,Th
Market san gabriel,Market,"Azulejos 420, Distrito de Lima 15434, Peru",-11.9908396,-77.0029811,NA,NA,NA,NA,0,4,11,23,36,47,52,49,42,36,34,36,38,38,32,22,0,0,NA,NA,Th
Market Santa Rosa,Market,"Jirón Amazonas, San Martín de Porres 15106, Peru",-12.0363012,-77.0886102,NA,NA,NA,NA,NA,0,2,2,19,48,67,61,47,40,40,39,36,0,0,0,0,0,0,NA,Th
Market The Hermit,Market,"Lima District 15333, Peru",-11.9971997,-77.0528444,NA,NA,NA,NA,0,1,6,19,35,46,47,39,27,17,12,11,11,9,5,0,0,0,NA,NA,Th
"Mercado ""La Merced""",Market,"Avenida Emancipación, Cercado de Lima 15001, Peru",-12.0455791,-77.0391687,NA,NA,NA,NA,0,1,7,20,41,57,58,52,51,52,43,31,32,47,51,32,0,0,NA,NA,Th
Mercado Artesanal,Market,"Calle Gral. Suárez 315, Cercado de Lima 15074, Peru",-12.117468,-77.0279299,1,1,1,1,1,1,0,3,11,32,64,88,84,63,54,65,77,75,55,30,12,4,0,1,Th
Mercado Artesanal San Borja,Market,"Av San Luis 1873, Lima 15021, Peru",-12.0855981,-76.9966405,NA,NA,NA,NA,NA,0,1,8,19,34,49,59,60,53,40,32,48,75,62,20,0,0,0,NA,Th
Mercado Bolivar Pueblo Libre,Market,"Jirón Mariano Pastor Sevilla 287-129, Cercado de Lima 15084, Peru",-12.0733048,-77.0656046,NA,NA,NA,NA,NA,0,7,18,30,39,48,58,56,39,26,21,18,12,0,0,0,0,0,NA,Th
Mercado Buenos Aires,Market,"Prol. Lucanas 283, Cercado de Lima 15001, Peru",-12.0542514,-77.0195084,NA,NA,NA,NA,NA,0,15,31,37,41,52,57,46,27,14,6,2,1,0,0,0,0,0,NA,Th
Mercado Canta Callao,Market,"Lima District 15109, Peru",-11.9835095,-77.0979738,NA,NA,NA,NA,0,2,10,28,52,65,63,47,28,18,13,10,7,0,0,0,0,0,NA,NA,Th
Mercado Centro Cívico,Market,"Lima District 15101, Peru",-12.0282366,-77.0720097,NA,NA,NA,NA,0,1,1,5,19,36,44,38,27,14,3,1,1,0,0,0,0,0,NA,NA,Th
Mercado Conde de la Vega,Market,"Jiron Acomayo, Av. Dos de Mayo 102, Cercado de Lima 15079, Peru",-12.03794,-77.0490996,NA,NA,NA,NA,NA,0,0,0,33,47,49,40,27,19,16,15,13,12,10,0,0,0,0,NA,Th
Mercado Corpac,Market,"Av. Antunez de Mayolo, Distrito de Lima 15108, Peru",-12.0040721,-77.0942546,NA,NA,NA,NA,NA,0,0,0,30,61,85,83,67,58,56,50,34,0,0,0,0,0,0,NA,Th
Mercado De Las Praderas,Market,"Yarquil 218, Cercado de Lima 15009, Peru",-12.0336931,-76.9626433,NA,NA,NA,NA,0,7,14,24,35,46,50,48,42,33,26,21,17,15,12,10,0,0,NA,NA,Th
Mercado El Bosque,Market,"Av. Proceres de la Independencia 268, Cercado de Lima 15404, Peru",-12.0305244,-77.0128163,NA,NA,0,2,6,14,25,32,35,36,41,43,38,29,23,22,20,13,5,1,NA,NA,NA,NA,Th
Mercado El Pino,Market,"Cnel. Lorenzo Iglesias Pino 104, Distrito de Lima 15054, Peru",-12.1622558,-76.9914288,NA,NA,NA,NA,NA,0,0,16,28,40,44,40,31,22,17,14,12,10,0,0,0,0,0,NA,Th
Mercado Elio,Market,"Reynaldo Saavedra Pinón 2674, Cercado de Lima 15081, Peru",-12.054594700000001,-77.0711829,NA,NA,NA,NA,NA,0,0,0,33,36,43,46,46,46,40,30,23,20,0,0,0,0,0,NA,Th
Mercado Familias Unidas,Market,"Ramon Rodriguez Lima, San Juan de Miraflores 15801, Peru",-12.1604042,-76.9650063,NA,NA,NA,NA,NA,0,0,37,51,56,56,47,31,18,12,9,7,0,0,0,0,0,0,NA,Th
MERCADO FLORA TRISTAN,Market,"Flora Tristan 793-845, Cercado de Lima 15818, Peru",-12.1899311,-76.9224535,NA,NA,NA,NA,NA,0,20,36,52,60,64,68,72,72,64,52,40,0,0,0,0,0,0,NA,Th
Mercado La Aurora,Market,"Avenida Emancipación 668 Jirón Cañete 473, Jirón Huancavelica 661, Cercado de Lima 15001, Peru",-12.0451873,-77.0390272,NA,NA,NA,NA,NA,0,15,34,52,59,60,64,62,49,36,39,49,46,28,0,0,0,0,NA,Th
Mercado La Inmaculada,Market,"Av. Materiales 1973, Cercado de Lima 15081, Peru",-12.0410888,-77.0674417,NA,NA,NA,NA,0,9,27,35,28,28,32,33,29,23,18,16,15,14,10,0,0,0,NA,NA,Th
Mercado La Merced,Market,"Jirón Pérez de Tudela, Cercado de Lima 15081, Peru",-12.0359805,-77.0663448,NA,NA,NA,NA,NA,0,8,18,28,36,39,37,29,20,11,8,14,0,0,0,0,0,0,NA,Th
Mercado La Ponderosa,Market,"Av. Universitaria 524, Cercado de Lima 15086, Peru",-12.0850112,-77.0827117,NA,NA,NA,NA,NA,0,8,22,43,68,82,82,68,50,31,0,0,0,0,0,0,0,0,NA,Th
Mercado Los Incas,Market,"Independencia 15332, Peru",-11.9802012,-77.0583666,NA,NA,NA,NA,NA,0,15,28,39,47,52,57,60,56,45,43,62,91,97,69,0,0,0,NA,Th
Mercado Los Vencedores,Market,"de, Sta. Rosa de Lima 1813, San Juan de Lurigancho 15431, Peru",-11.9979722,-77.0003176,NA,NA,NA,NA,NA,0,11,22,33,38,36,28,20,13,10,8,6,5,4,0,0,0,0,NA,Th
